Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057427978&doi=10.1007%2f978-981-13-2285-3_58&partnerID=40&md5=2b93f79ac8906e6742573ab27ac710aa","Financial Analysis has become a challenging aspect in today’s world of valuable and better investment. This paper introduces the implementation of Recurrent Neural Network (RNN) along with Long Short-Term Memory Cells (LSTM) for Stock Market Prediction used for Portfolio Management considering the Time Series Historical Stock Data of Stocks in the Portfolio. The comparison of the model with the traditional Machine Learning Algorithms—Regression, Support Vector Machine, Random Forest, Feed Forward Neural Network and Backpropagation have been performed. Various metrics and architectures of LSTM RNN model have been considered and are tested and analysed. There is discussion on how the sentiments of the customer would affect the stocks along with the changes in trends. © 2019, Springer Nature Singapore Pte Ltd.","Long short-term memory; Portfolio optimization; Recurrent neural network; Trading","Backpropagation algorithms; Brain; Commerce; Decision trees; Electronic trading; Financial markets; Information management; Investments; Learning algorithms; Recurrent neural networks; Financial analysis; Portfolio managements; Portfolio optimization; Recurrent neural network (RNN); Short term memory; Stock market prediction; Stock market prices; Trading; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056525695&doi=10.1109%2fIJCNN.2018.8489425&partnerID=40&md5=8f97d8879b71aacf283f9c3c82d6e298","Financial time series forecasting is considered to be one of the most challenging areas in current time series analysis theory. This complexity is caused mainly by the multitude of factors that influence the series and the volatility of this factors, which means that predicting models must adapt to a wide range of circumstances. Yet, the possibility of great financial return makes it a field of great interest for many researchers. Recently, non-linear techniques have been widely used for the construction of forecasting models, due to its ability to access higher order statistics. In particular, neural networks have shown to greatly enhance classical predicting models, and over the past years Deep Learning techniques are on the rise since computational power and data availability are becoming less of a constraint. This paper aims to compare the use of deep learning methods over shallow neural networks when predicting next day closing prices of stocks traded in the Brazilian financial market. Moreover, simulations using recent historical data are performed so that the models' profitability can be assessed and compared with the well-known strategy of Buy and Hold. © 2018 IEEE.",,"Commerce; Deep learning; Electronic trading; Finance; Forecasting; Higher order statistics; Computational power; Data availability; Financial returns; Financial time series forecasting; Forecasting models; Learning techniques; Non-linear methods; Nonlinear techniques; Time series analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049694522&doi=10.1109%2fICRITO.2017.8342391&partnerID=40&md5=cd3b90e443df072c8196bbe4ef1e1825","The theory of fuzzy (F)-transforms relates to a modern mathematical modeling. It provides a (dimensionally) reduced and robust representation of original data. It is based on a granulation of a domain (fuzzy partition) and gives a tractable image of an original data. The main characteristics with respect to input data: size reduction, noise removal, invariance to geometrical transformations, knowledge transfer from conventional mathematics, fast computation. The F-transform has been applied to: image processing, computer vision, on-line pattern recognition in big data bases, time series analysis and forecasting, mathematical finance, numerical methods for differential equations, deep learning neural networks. In this contribution, we show that the technique of F-transforms fully agrees with the technique of dimensionality reduction, based on Laplacian eigenmaps. In the application part, we give an overview of the F-transform applications to mathematical finance. © 2017 IEEE.","basic function; Black-Scholes equation; dimensionality reduction; F-transform; fuzzy partition; Laplacian eigenmaps; market volatility","Big data; Computation theory; Data mining; Deep learning; Differential equations; Finance; Image processing; Knowledge management; Laplace transforms; Numerical methods; Pattern recognition; Time series analysis; Basic functions; Black Scholes equations; Dimensionality reduction; F transforms; Fuzzy partition; Laplacian eigenmaps; Market volatility; Data reduction"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062493875&partnerID=40&md5=6128dfb4e3f0c1510e797f915b05d201","Many real-world financial time series forecasting problems share a unique property: the focal variable of interests can be decomposed into a large number of accounting component variables. For example, company earnings are calculated from total revenue minus total costs and each variable can be further decomposed into several accounting items. This property leads to a relatively new research problem. When the dependent variable for prediction has a hierarchical structure, which level of aggregation may be the optimal choice for prediction? Is it possible to use the information from the predictions of all component variables to enhance the prediction accuracy of the focal variable of interests? To solve this problem, this paper designs a novel forecasting method-Hierarchical Stacking of LSTM (HSL)-by using various data mining techniques. Our proposed solution consists of two stages. In the first phase, by LSTM-RNN, the proposed method makes predictions of the dependent variable given different candidate decompositions. Meanwhile, we devise a method creative use of Genetic algorithm to search for the top-performing decompositions of the dependent variable. In the second stage, the ensemble learning method by Stacking is applied to aggregate several predictions from top-performing decompositions. An empirical evaluation on earning forecast of public companies illustrates that HSL can outperform other existing methods. © International Conference on Information Systems 2018, ICIS 2018.All rights reserved.","Deep Learning; Fintech; Forecast; Hierarchical Accounting Variables","Data mining; Financial data processing; Forecasting; Genetic algorithms; Information systems; Information use; Long short-term memory; Problem solving; Dependent variables; Empirical evaluations; Financial time series forecasting; Fintech; Forecasting methods; Hierarchical Accounting Variables; Hierarchical structures; Prediction accuracy; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054192390&doi=10.1016%2fj.inffus.2018.07.007&partnerID=40&md5=1c6a547ca8cff51e1d8151180dfa36fb","Accurate time-series forecasting is vital for numerous areas of application such as transportation, energy, finance, economics, etc. However, while modern techniques are able to explore large sets of temporal data to build forecasting models, they typically neglect valuable information that is often available under the form of unstructured text. Although this data is in a radically different format, it often contains contextual explanations for many of the patterns that are observed in the temporal data. In this paper, we propose two deep learning architectures that leverage word embeddings, convolutional layers and attention mechanisms for combining text information with time-series data. We apply these approaches for the problem of taxi demand forecasting in event areas. Using publicly available taxi data from New York, we empirically show that by fusing these two complementary cross-modal sources of information, the proposed models are able to significantly reduce the error in the forecasts. © 2018 Elsevier B.V.","Cross modality learning; Data fusion; Deep learning; Special events; Taxi demand; Textual data; Time series forecasting; Urban mobility","Data fusion; Forecasting; Taxicabs; Time series; Cross modality; Special events; Taxi demand; Textual data; Time series forecasting; Urban mobility; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006230902&doi=10.1016%2fj.jksuci.2015.06.002&partnerID=40&md5=73c576be060a20cd37a90f84a9e1a22d","The paper presents a low complexity recurrent Functional Link Artificial Neural Network for predicting the financial time series data like the stock market indices over a time frame varying from 1 day ahead to 1 month ahead. Although different types of basis functions have been used for low complexity neural networks earlier for stock market prediction, a comparative study is needed to choose the optimal combinations of these for a reasonably accurate forecast. Further several evolutionary learning methods like the Particle Swarm Optimization (PSO) and modified version of its new variant (HMRPSO), and the Differential Evolution (DE) are adopted here to find the optimal weights for the recurrent computationally efficient functional link neural network (RCEFLANN) using a combination of linear and hyperbolic tangent basis functions. The performance of the recurrent computationally efficient FLANN model is compared with that of low complexity neural networks using the Trigonometric, Chebyshev, Laguerre, Legendre, and tangent hyperbolic basis functions in predicting stock prices of Bombay Stock Exchange data and Standard & Poor's 500 data sets using different evolutionary methods and has been presented in this paper and the results clearly reveal that the recurrent FLANN model trained with the DE outperforms all other FLANN models similarly trained. © 2015 The Authors","Differential Evolution; Hybrid Moderate Random Search PSO; Low complexity FLANN models; Recurrent computationally efficient FLANN",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050024627&doi=10.1109%2fICIINFS.2017.8300345&partnerID=40&md5=0bfcbb19de3509c8080dd6f85c2a18a6","Recurrent Neural Networks (RNNs) is a sub type of neural networks that use feedback connections. Several types of RNN models are used in predicting financial time series. This study was conducted to develop models to predict daily stock prices of selected listed companies of Colombo Stock Exchange (CSE) based on Recurrent Neural Network (RNN) Approach and to measure the accuracy of the models developed and identify the shortcomings of the models if present. Feedforward, Simple Recurrent Neural Network (SRNN), Gated Recurrent Unit (GRU) and Long Short Term Memory (LSTM) architectures were employed in building models. Closing, High and Low prices of past two days were selected as input variables for each company. Feedforward networks produce the highest and lowest forecasting errors. The forecasting accuracy of the best feedforward networks is approximately 99%. SRNN and LSTM networks generally produce lower errors compared with feedforward networks but in some occasions, the error is higher than feed forward networks. Compared to other two networks, GRU networks are having comparatively higher forecasting errors. © 2017 IEEE.","Colombo Stock Exchange; GRU; LSTM; Recurrent Neural Networks; SRNN","Costs; Electronic trading; Errors; Financial markets; Forecasting; Information systems; Information use; Recurrent neural networks; Feed-forward network; Financial time series; LSTM; Recurrent neural network (RNN); Recurrent neural network (RNNs); Simple recurrent neural networks; SRNN; Stock exchange; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042664127&doi=10.1109%2fICACCI.2017.8126078&partnerID=40&md5=2a94646ff60f434ad6dcdbfd32e95fef","Stock market or equity market have a profound impact in today's economy. A rise or fall in the share price has an important role in determining the investor's gain. The existing forecasting methods make use of both linear (AR,MA,ARIMA) and non-linear algorithms (ARCH,GARCH,Neural Networks),but they focus on predicting the stock index movement or price forecasting for a single company using the daily closing price. The proposed method is a model independent approach. Here we are not fitting the data to a specific model, rather we are identifying the latent dynamics existing in the data using deep learning architectures. In this work we use three different deep learning architectures for the price prediction of NSE listed companies and compares their performance. We are applying a sliding window approach for predicting future values on a short term basis.The performance of the models were quantified using percentage error. © 2017 IEEE.","CNN; LSTM; RNN; Stock market; Time series","Commerce; Costs; Deep learning; Economics; Electronic trading; Finance; Financial markets; Forecasting; Investments; Network architecture; Time series; Forecasting methods; Learning architectures; LSTM; Model independent; Percentage error; Price forecasting; Sliding window models; Stock price prediction; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059063545&doi=10.1007%2f978-981-13-1747-7_46&partnerID=40&md5=5456523bfa8ee2771d6611ca2bcd87a2","This paper attempts to provide an optimal model for the prediction of stock prices for t + 5th day and consequently provide a daily buying/selling strategy for the Standard’s and Poor’s 500 Index. A performance comparison between LSTM, GRU, ANN and SVM model has been made and an optimal model has been outlined. Training and prediction data spanned over 12 years from 2000 to 2017. Fifty technical indicator-based attributes were calculated and appended to the open, high, low, close and volume (OHLCV) data for S&P500, each attribute value was converted into a relative standard score followed by minimax scaling and dimensionality reduction, through ICA. Performances of different models on this dataset were then compared using self-defined metrics like optimism and pessimism ratio and returns ratio. The LSTM model proved to outperform the other models with a return of 400% greater than the hold and wait strategy and R2 score of 0.9486. © Springer Nature Singapore Pte Ltd. 2019.","Artificial neural networks (ANN); Financial time series forecasting; Gated recurrent unit (GRU); Independent components analysis (ICA); Long short-term memory (LSTM); Support vector machines (SVM)","Data communication systems; Electronic trading; Financial markets; Forecasting; Independent component analysis; Intelligent systems; Neural networks; Optimization; Support vector machines; Time series analysis; Attribute values; Dimensionality reduction; Financial time series forecasting; Gated recurrent unit (GRU); Independent components analysis; Performance comparison; Stock price prediction; Technical indicator; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048331794&doi=10.1016%2fj.asoc.2018.04.024&partnerID=40&md5=eda5e0eb866c3d90e39146b522f49a85","Computational intelligence techniques for financial trading systems have always been quite popular. In the last decade, deep learning models start getting more attention, especially within the image processing community. In this study, we propose a novel algorithmic trading model CNN-TA using a 2-D convolutional neural network based on image processing properties. In order to convert financial time series into 2-D images, 15 different technical indicators each with different parameter selections are utilized. Each indicator instance generates data for a 15 day period. As a result, 15 × 15 sized 2-D images are constructed. Each image is then labeled as Buy, Sell or Hold depending on the hills and valleys of the original time series. The results indicate that when compared with the Buy & Hold Strategy and other common trading systems over a long out-of-sample period, the trained model provides better results for stocks and ETFs. © 2018 Elsevier B.V.","Algorithmic trading; Convolutional neural networks; Deep learning; Financial forecasting; Stock market; Technical analysis","Commerce; Convolution; Deep learning; Deep neural networks; Financial markets; Image processing; Neural networks; Time series; Algorithmic trading; Algorithmic trading models; Computational intelligence techniques; Convolutional neural network; Deep convolutional neural networks; Financial forecasting; Financial trading system; Technical analysis; Electronic trading"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876945790&doi=10.1016%2fj.engappai.2012.12.012&partnerID=40&md5=5f347f9eb23714b55314f901058ff03b","This paper examines electricity price time series from dynamical system perspective and proposes a hybrid model which employs a synergistic combination of Recurrent Neural Network (RNN) and coupled excitable system for prediction of future prices in deregulated electricity markets. Driven by profit maximizing decisions taken by various agents, these markets belong to the class of financial systems. However presence of intermittent spikes and complex dynamic nonlinearities in electricity price time series render the prediction task extremely challenging. The approximation ability of Recurrent Neural Networks to map dynamic functions together with sharp jumping attribute of coupled excitable systems allows close approximation of spiky time series. The developed hybrid model was applied for point and interval forecasting in various markets worldwide over different seasons for testing its adaptability in different environments. Satisfactory prediction results were obtained in all the markets, in stable as well as spiking regions of the time series. © 2013 Elsevier Ltd.","Excitable system; FHN coupled system; Multiple scale dynamics; Recurrent neural networks","Coupled systems; Deregulated electricity market; Excitable systems; Hybrid intelligent model; Multiple scale; Recurrent neural network (RNN); Satisfactory predictions; Synergistic combinations; Commerce; Costs; Dynamical systems; Profitability; Recurrent neural networks; Time series; Forecasting"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056656183&doi=10.1016%2fj.procs.2018.04.298&partnerID=40&md5=fae82407faee2859f988f9e47d759522","Gated recurrent unit (GRU) networks perform well in sequence learning tasks and overcome the problems of vanishing and explosion of gradients in traditional recurrent neural networks (RNNs) when learning long-term dependencies. Although they apply essentially to financial time series predictions, they are seldom used in the field. To fill this void, we propose GRU networks and its improved version for predicting trading signals for stock indexes of the Hang Seng Indexes (HSI), the Deutscher Aktienindex (DAX) and the S&P 500 Index from 1991 to 2017, and compare the GRU-based models with the traditional deep net and the benchmark classifier support vector machine (SVM). Experimental results show that the two GRU models proposed in this paper both obtain higher prediction accuracy on these data sets, and the improved version can effectively improve the learning ability of the model. © 2018 The Authors. Published by Elsevier Ltd.","Deep learning; Financial time series; GRU; Stock index; SVM","Financial data processing; Financial markets; Forecasting; Recurrent neural networks; Support vector machines; Time series; Financial time series; Financial time series predictions; Learning abilities; Long-term dependencies; Prediction accuracy; Recurrent neural network (RNNs); Sequence prediction; Stock indices; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049670640&doi=10.1109%2fTKDE.2018.2854193&partnerID=40&md5=533b3ce311e3efbb3cffe99494caf059","The recent advance of deep learning has enabled trading algorithms to predict stock price movements more accurately. Unfortunately, there is a significant gap in the real-world deployment of this breakthrough. For example, professional traders in their long-term careers have accumulated numerous trading rules, the myth of which they can understand quite well. On the other hand, deep learning models have been hardly interpretable. This paper presents DeepClue, a system built to bridge text-based deep learning models and end users through visually interpreting the key factors learned in the stock price prediction model. We make three contributions in DeepClue. First, by designing the deep neural network architecture for interpretation and applying an algorithm to extract relevant predictive factors, we provide a useful case on what can be interpreted out of the prediction model for end users. Second, by exploring hierarchies over the extracted factors and displaying these factors in an interactive, hierarchical visualization interface, we shed light on how to effectively communicate the interpreted model to end users. Specially, the interpretation separates the predictables from the unpredictables for stock prediction through the use of intercept model parameters and a risk visualization design. Third, we evaluate the integrated visualization system through two case studies in predicting the stock price with financial news and company-related tweets from social media. Quantitative experiments comparing the proposed neural network architecture with state-of-the-art models and the human baseline are conducted and reported. Feedbacks from an informal user study with domain experts are summarized and discussed in details. The study results demonstrate the effectiveness of DeepClue in helping to complete stock market investment and analysis tasks. © 1989-2012 IEEE.","Deep learning; model interpretation; stock prediction; visualization","Commerce; Costs; Data visualization; Deep learning; Deep neural networks; Financial markets; Flow visualization; Forecasting; Human computer interaction; Investments; Learning algorithms; Learning systems; Network architecture; Neural networks; Time series analysis; Visualization; Integrated visualization systems; Model interpretations; Prediction algorithms; Predictive models; Quantitative experiments; Stock predictions; Stock price movements; Stock price prediction; Electronic trading"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062240139&doi=10.1109%2fICMLA.2018.00227&partnerID=40&md5=cd3c7fb3c393f6e2bd5e8de7c43b2422","Forecasting time series data is an important subject in economics, business, and finance. Traditionally, there are several techniques to effectively forecast the next lag of time series data such as univariate Autoregressive (AR), univariate Moving Average (MA), Simple Exponential Smoothing (SES), and more notably Autoregressive Integrated Moving Average (ARIMA) with its many variations. In particular, ARIMA model has demonstrated its outperformance in precision and accuracy of predicting the next lags of time series. With the recent advancement in computational power of computers and more importantly development of more advanced machine learning algorithms and approaches such as deep learning, new algorithms are developed to analyze and forecast time series data. The research question investigated in this article is that whether and how the newly developed deep learning-based algorithms for forecasting time series data, such as 'Long Short-Term Memory (LSTM)', are superior to the traditional algorithms. The empirical studies conducted and reported in this article show that deep learning-based algorithms such as LSTM outperform traditional-based algorithms such as ARIMA model. More specifically, the average reduction in error rates obtained by LSTM was between 84 - 87 percent when compared to ARIMA indicating the superiority of LSTM to ARIMA. Furthermore, it was noticed that the number of training times, known as 'epoch' in deep learning, had no effect on the performance of the trained forecast model and it exhibited a truly random behavior. © 2018 IEEE.","Autoregressive Integrated Moving Average (ARIMA); Deep Learning; Forecasting; Long Short-Term Memory (LSTM); Time Series Data","Brain; Deep learning; Forecasting; Long short-term memory; Machine learning; Time series; Auto-regressive integrated moving average; Computational power; Empirical studies; Forecasting time series; Learning-based algorithms; Research questions; Simple exponential smoothing; Time-series data; Learning algorithms"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067255101&doi=10.1109%2fACCESS.2019.2912823&partnerID=40&md5=ed76d5ab033a4740f780824051bde9fb","This paper presents a novel framework for the demystification of convolutional deep learning models for time-series analysis. This is a step toward making informed/explainable decisions in the domain of time series, powered by deep learning. There have been numerous efforts to increase the interpretability of image-centric deep neural network models, where the learned features are more intuitive to visualize. Visualization in the domain of time series is significantly challenging, as there is no direct interpretation of the filters and inputs compared with the imaging modality. In addition, a little or no concentration has been devoted to the development of such tools in the domain of time series in the past. TSViz provides possibilities to explore and analyze the network from different dimensions at different levels of abstraction, which includes the identification of the parts of the input that were responsible for a particular prediction (including per filter saliency), importance of the different filters present in the network, notion of diversity present in the network through filter clustering, understanding of the main sources of variation learned by the network through inverse optimization, and analysis of the network's robustness against adversarial noise. As a sanity check for the computed influence values, we demonstrate our results on pruning of neural networks based on the computed influence information. These representations allow the user to better understand the network so that the acceptability of these deep models for time-series analysis can be enhanced. This is extremely important in domains, such as finance, industry 4.0, self-driving cars, health care, and counter-terrorism, where reasons for reaching a particular prediction are equally important as the prediction itself. We assess the proposed framework for interpretability with a set of desirable properties essential for any method in this direction. © 2019 IEEE.","convolutional neural networks; Deep learning; demystification; feature importance; representation learning; time-series analysis; time-series forecasting; visualization","Convolution; Deep learning; Deep neural networks; Flow visualization; Forecasting; Harmonic analysis; Inverse problems; Neural networks; Terrorism; Visualization; Convolutional neural network; demystification; feature importance; representation learning; Time series forecasting; Time series analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006504040&doi=10.1007%2fs11042-016-4159-7&partnerID=40&md5=d5a422175c2383460758ac58c479e5b4","Stock market is considered chaotic, complex, volatile and dynamic. Undoubtedly, its prediction is one of the most challenging tasks in time series forecasting. Moreover existing Artificial Neural Network (ANN) approaches fail to provide encouraging results. Meanwhile advances in machine learning have presented favourable results for speech recognition, image classification and language processing. Methods applied in digital signal processing can be applied to stock data as both are time series. Similarly, learning outcome of this paper can be applied to speech time series data. Deep learning for stock prediction has been introduced in this paper and its performance is evaluated on Google stock price multimedia data (chart) from NASDAQ. The objective of this paper is to demonstrate that deep learning can improve stock market forecasting accuracy. For this, (2D) 2 PCA + Deep Neural Network (DNN) method is compared with state of the art method 2-Directional 2-Dimensional Principal Component Analysis (2D) 2 PCA + Radial Basis Function Neural Network (RBFNN). It is found that the proposed method is performing better than the existing method RBFNN with an improved accuracy of 4.8% for Hit Rate with a window size of 20. Also the results of the proposed model are compared with the Recurrent Neural Network (RNN) and it is found that the accuracy for Hit Rate is improved by 15.6%. The correlation coefficient between the actual and predicted return for DNN is 17.1% more than RBFNN and it is 43.4% better than RNN. © 2016, Springer Science+Business Media New York.","(2D) 2 PCA; Deep Learning; Multimedia; Neural Network; Radial Basis Function Neural Network; Regularization; Stock Prediction","Artificial intelligence; Commerce; Complex networks; Electronic trading; Finance; Financial markets; Forecasting; Functions; Image classification; Learning systems; Neural networks; Radial basis function networks; Recurrent neural networks; Signal processing; Speech recognition; Time series; (2D) <sup>2</sup> PCA; Deep learning; Multimedia; Radial basis function neural networks; Regularization; Stock predictions; Principal component analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068677237&doi=10.1080%2f14697688.2019.1622295&partnerID=40&md5=b7aa4082d05477e65a52a513cdddf343","Using a large-scale Deep Learning approach applied to a high-frequency database containing billions of market quotes and transactions for US equities, we uncover nonparametric evidence for the existence of a universal and stationary relation between order flow history and the direction of price moves. The universal price formation model exhibits a remarkably stable out-of-sample accuracy across a wide range of stocks and time periods. Interestingly, these results also hold for stocks which are not part of the training sample, showing that the relations captured by the model are universal and not asset-specific. The universal model—trained on data from all stocks—outperforms asset-specific models trained on time series of any given stock. This weighs in favor of pooling together financial data from various stocks, rather than designing asset- or sector-specific models, as is currently commonly done. Standard data normalizations based on volatility, price level or average spread, or partitioning the training data into sectors or categories such as large/small tick stocks, do not improve training results. On the other hand, inclusion of price and order flow history over many past observations improves forecast accuracy, indicating that there is path-dependence in price dynamics. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","Deep learning; Financial econometrics; High-frequency data; Intraday data; Limit order book; Machine learning; Market microstructure; Price formation",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068552387&doi=10.1109%2fEBBT.2019.8741818&partnerID=40&md5=5bd120d0c934452e0fc6a6521877b323","In recent years, due to the technological improvements in computers' hardware and enhancements in the machine learning techniques, there are two increasing approaches for problem-solving as the use of 'Big Data' and 'Parallel Processing'. Especially with the emergence of Deep Learning algorithms which can be executed parallelly on multi-core computing devices such as GPUs and CPUs, lots of real-world problems are resolved with these approaches. One of the most critical application areas in the Financial Market especially sits on Stock Markets. In this area, the aim is trying to predict the future value of a specific stock by looking at its previous financial data on the exchange process in the market. In this paper, we proposed a system that uses a Deep Learning based approach for training and constructing a knowledge base on a specific stock such as 'IBM'. We get time series values of the stock from the New York Stock Exchange which starts from 1968 up to 2018. Experimental results showed that this approach produces very good forecasting for specific stocks. © 2019 IEEE.","Big data; Deep learning; Forecasting; Stock exchange","Big data; Biomedical engineering; Commerce; Data Analytics; Electronic medical equipment; Engineering education; Financial markets; Forecasting; Knowledge based systems; Learning algorithms; Problem solving; Program processors; Critical applications; Learning-based approach; Machine learning techniques; Multi-core computing; New York Stock Exchange; Parallel processing; Stock exchange; Technological improvements; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051127390&doi=10.1007%2f978-3-319-96893-3_11&partnerID=40&md5=7f7a85066dfcec4b8c100548b85ca3c0","Time series prediction is not easy to achieve high accuracy. non-linear and unstable characteristics make the time series prediction difficult. The variety of dataset make the prediction result debatable. In order to solve this problem, in this paper we propose a deep learning prediction method based on decomposition, reconstruction and combination, which combines ways of communication field. The model is decomposed by Empirical Mode Decomposition, Principal Component Analysis and Long Short-Term Memory networks (EPL below). And also, the proposed interval EPL (IEPL below) improve and consummate the EPL model. The EPL and IEPL experiment results will bring average 5% higher accuracy than that of existing research. © 2018, Springer International Publishing AG, part of Springer Nature.","Deep learning; EPL; IEPL; Time series prediction","Deep learning; Financial data processing; Financial markets; Forecasting; Information management; Principal component analysis; Time series; Combined model; Communication fields; Empirical Mode Decomposition; High-accuracy; IEPL; Prediction methods; Short term memory; Time series prediction; Big data"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049006277&doi=10.1007%2f978-3-319-93713-7_55&partnerID=40&md5=bee7c24b30308effb49836edb7ea9052","A hybrid ensemble learning approach is proposed to forecast financial time series combining AdaBoost algorithm and Long Short-Term Memory (LSTM) network. Firstly, by using AdaBoost algorithm the database is trained to get the training samples. Secondly, the LSTM is utilized to forecast each training sample separately. Thirdly, AdaBoost algorithm is used to integrate the forecasting results of all the LSTM predictors to generate the ensemble results. Two major daily exchange rate datasets and two stock market index datasets are selected for model evaluation and comparison. The empirical results demonstrate that the proposed AdaBoost-LSTM ensemble learning approach outperforms some other single forecasting models and ensemble learning approaches. This suggests that the AdaBoost-LSTM ensemble learning approach is a highly promising approach for financial time series data forecasting, especially for the time series data with nonlinearity and irregularity, such as exchange rates and stock indexes. © 2018, Springer International Publishing AG, part of Springer Nature.","AdaBoost algorithm; Ensemble learning; Financial time series forecasting; Long short-term memory network","Adaptive boosting; Brain; Electronic trading; Finance; Forecasting; Sampling; Time series; AdaBoost algorithm; Ensemble learning; Ensemble learning approach; Financial time series; Financial time series forecasting; Forecasting models; Short term memory; Stock market index; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055451449&doi=10.1145%2f3231884.3231887&partnerID=40&md5=8f6bfd4d54fce1c7dd9e9175832f5ebe","Predicting the trend of stock market prices is a very challengingtask, in that stock markets are complicated and can be influencedby a variety of factors. Despite the great difficulty, predicting thetrend of stock market prices accurately is very meaningful and canbring a large amount of profit. In the past several decades, a lot ofstudies have been done on this problem. But most of the methodstake only the historic prices data as the input, which is not enoughfor such a complicated problem. In this paper, a hybrid methodtaking both historic prices and the news as input is proposed. Thehybrid model combines the best of two kinds of networks-RNN-LSTM for time series data and CNN for abstract highdimensional data. These two different kinds of networks arecombined together to make a prediction. A set of experimentshave been carried out to show the performance of the proposedmethod. The result obtained is promising, and the propose methodachieves a great degree of accuracy in prediction and outperformsthe baselines a lot. © 2018 Association for Computing Machinery.","Combined data; Convolution neural network; Hybrid algorithm; Long-short term memory; Stock market prediction","Commerce; Costs; Electronic trading; Financial markets; Forecasting; Learning systems; Combined data; Convolution neural network; Degree of accuracy; High dimensional data; Hybrid algorithms; Stock market prediction; Stock market prices; Time-series data; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063296627&doi=10.1109%2fICA-SYMP.2019.8645980&partnerID=40&md5=6d0d55814771a4a69014332f019d5392","We propose a spatio-temporal model for predicting anomaly price movements in the Stock Exchange of Thailand (SET). The model used a deep neural network classification algorithm that has a time series of of limit order books (LOB) as an input. There were three output classes: anomaly price uptrend, anomaly price downtrend, and normal price movements. We performed experiments to compare the efficiency among convolutional neural network model, Long short-term memory model, and the combination of both in order to classify anomaly price movements. The results of the experiment showed that the combination of both convolutional layers and Long short-term memory model had the highest accuracy with 74.55% for predicting abnormal price movements. © 2019 IEEE.","anomaly detection; deep neural network; spatiotemporal model","Anomaly detection; Brain; Convolution; Correlation theory; Electronic trading; Financial markets; Long short-term memory; Robotics; Convolutional neural network; Limit order book; Neural network classification; Price movement; Short term memory; Spatio-temporal models; Stock Exchange of Thailand; Deep neural networks"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054237730&doi=10.1515%2fjisys-2018-0074&partnerID=40&md5=7967b47342579c69fa41c2d63c74d23e","Deep learning is an effective approach to solving image recognition problems. People draw intuitive conclusions from trading charts. This study uses the characteristics of deep learning to train computers in imitating this kind of intuition in the context of trading charts. The main goal of our approach is combining the time-series modeling and convolutional neural networks (CNNs) to build a trading model. We propose three steps to build the trading model. First, we preprocess the input data from quantitative data to images. Second, we use a CNN, which is a type of deep learning, to train our trading model. Third, we evaluate the model's performance in terms of the accuracy of classification. The experimental results show that if the strategy is clear enough to make the images obviously distinguishable the CNN model can predict the prices of a financial asset. Hence, our approach can help devise trading strategies and help clients automatically obtain personalized trading strategies. ©2018 Walter de Gruyter GmbH, Berlin/Boston 2018.","convolutional neural network (CNN); Deep learning; Forex (FX); geometric Brownian motion (GBM); trading strategies","Brownian movement; Commerce; Convolution; Deep learning; Image recognition; Neural networks; Accuracy of classifications; Convolutional neural network; Convolutional Neural Networks (CNN); Effective approaches; Forex (FX); Geometric Brownian motion; Time series modeling; Trading strategies; Electronic trading"
